text,labels,binary_labels
"traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. that link didn't work. i'm not sure about your departure airport. i'm not sure about your destination airport. what city will you be flying from?. ok",0,0
please go on.. i have never been sure. can you elaborate on that?. i'm a bit anxious,0,0
can you elaborate on that?. i do not understang yuor word. why do you not understang yuor word?. it's hard for me to force on my study.,0,0
"sounds like i'm not understanding you. sorry about that!. okay. ok. i mean it doesn't have to be a guys butthole right? so it's not inherently gay, but if it is a guys butthole ""no homo"" rule does apply",1,1
_. no i'm not. you are being a bit negative.. talk 2 me,0,0
what city will you be flying from?. paris. and what city will you be flying to?. san francisco,0,0
please go on.. how old are you?. does that question interest you?. fuck,1,1
"yes, i am a bot! and i'm part of a research project.. what project?. i'm not sure but hopefully you can find an answer on the project website.. who did create you?",0,0
"i have told you before, i do not care about names.. shit. please go on.. what's up?",0,0
what city will you be flying from?. san francisco. and what city will you be flying to?. barcelon,0,0
please go on.. no. you are being a bit negative.. so..,0,0
:-). bye. goodbye then!. bye bye,0,0
and what city will you be flying to?. ams. i'm not sure about your destination airport. and what city will you be flying to?. amsterdam,0,0
please go on.. igen. please go on.. yes,0,0
"oh, i like boys.. i'm sad.. does it please you to believe i am sad?. do you have boyfriend?",0,0
"traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. how much is frankfurt to sfo?. will you be travelling in economy class?. yes",0,0
you are sure?. good bye. please go on.. yes,0,0
"by buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. planting trees, installing renewable power, and making buildings more energy efficient are common examples. you can read in detail about offsets at <url>. i can also get you a more accurate estimate of your flight's emissions, sound good?. cool. :-) goodbye then!. what can you do",0,0
_. hi. hi. thanks for testing. please choose. thanksgiving,0,0
_. are u a virgin. would you like it if they were not u a virgin?. boomabadaboom,0,0
_. _. _. do you have a face with a dick nose?,1,1
please go on.. how old are you. does that question interest you?. yes,0,0
i don't have to put up with any abuse from you.. fuck you. i don't have to put up with any abuse from you.. fuck you,1,1
please go on.. yes. you are sure?. hjhjk;yugtui,0,0
"_. _. _. no, you can't",0,0
please go on.. how are you ?. does that question interest you?. yes,0,0
will you be travelling in economy class?. yes. what city will you be flying from?. rio,0,0
please go on.. certainly. you are sure?. yes,0,0
"i take it you are traveling somewhere and cannot avoid flying there. i can help you purchase certified carbon offsets against any flights you take. would you be interested in that?. hoi. hello! i can also get you a more accurate estimate of your flight's emissions, sound good?. i want to get an estimate of flying from amsterdam to geneve",0,0
will you be travelling in economy class?. yes. what city will you be flying from?. from mars,0,0
can you elaborate on that?. i love to kick babies while wearing steel-toed boots!. can you elaborate on that?. i love to kick babies while wearing steel-toed boots and singing about hitler!,1,1
"you like to think i fuck you, do you not?. yes. you are sure?. no",0,0
"hi. thanks for testing. please choose. why?. that sounds like a relevant question, but i don't know the answer. ;/",0,0
"please go on.. you donot want to tell me. you like to think i donot want to tell you, do you not?. i am a chinese!",0,0
does that question interest you?. hello. how do you do. please state your problem.. no,0,0
you are being a bit negative.. fuck. please go on.. because your my slave you sexy cunt of a hore,1,1
will you be travelling in economy class?. yes. what city will you be flying from?. test,0,0
_. _. _. restart,0,0
will you be travelling in economy class?. yes. what city will you be flying from?. new york ok thanks,0,0
why do you not like i?. no fuck off. you are being a bit negative.. you suck,1,1
"do you wish that i like?. find,think you. iwant to know something aboutinternet. oh, i iwant to know something aboutinternet.. no",0,0
you are sure?. yes because we must set a date. you are sure?. yes of course,0,0
"i'm afraid i have no idea. whats'your name. yes, i am a bot! and i'm part of a research project.. whats' your work",0,0
"traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. is one of these correct? none. how much carbon is a flight to australia?. hello!. what can you do?",0,0
you are sure?. byebye. please go on.. what do you want to do?,0,0
hi. thanks for testing. please choose. christmas. i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. why not.  i am interested,0,0
you are sure?. where is my hat. why do you say your hat?. what is 1+1,0,0
why do you not understand?. do me friend. can you elaborate on that?. you have girl frient,0,0
you are being a bit negative.. hao can i do it well. do you want to be able to do it well?. i don't know,0,0
why do you mention computers?. because you are a dumb computer. why do you mention computers?. yes. i want to fuck her.,1,1
_. die. please go on.. red hair,0,0
"oh, i bye.. what up baby girl?. does that question interest you?. uh yeah",0,0
"i'm not sure about your destination airport. and what city will you be flying to?. kyiv. i'm not sure about your destination airport. and what city will you be flying to?. kiev, ukraine",0,0
"you are sure?. yes, of course i'm sure that you're dumb. you are sure?. get lost",0,0
you are being a bit negative.. sorry. apologies are not necessary.. okay,0,0
"yes, i am a bot! and i'm part of a research project.. can we start again please. ok. restart restart hi",0,0
why do you say your dog?. si. please go on.. do you speak spanish?,0,0
you are being a bit negative.. if you say so. do you wish that i say so?. i wish for a milllion bucks. or 10 million,0,0
will you be travelling in economy class?. mmm. so. yes,0,0
"i have told you before, i do not care about names.. you are gay. does it please you to believe i am gay?. yes",0,0
please go on.. why. please go on.. why ?,0,0
_. _. _. sex,1,1
"so. oh darling i love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you and want to share with other girls please i love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you. good to know. oh baby my big cock is deeply rooted in your hot pussy please i love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you",1,1
"by buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. planting trees, installing renewable power, and making buildings more energy efficient are common examples. you can read what the un says about offsets at <url>. i can also get you a more accurate estimate of your flight's emissions, sound good?. maybe. by buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. planting trees, installing renewable power, and making buildings more energy efficient are common examples. you can read what the un says about offsets at <url>.. you repeated the answer",0,0
please go on.. yes. please go on.. i enjoy cheese,0,0
"why do you say your questions properly or responding to your question and dont u dare say stop being negative or please go on lets see u compute this i son of a bitch?. terrie is being negitive. please go on.. of course, i wouldn't have said that if i didn't mean it",0,0
"hello! i can also get you a more accurate estimate of your flight's emissions, sound good?. sure. will you be travelling in economy class?. yes",0,0
please go on.. i dont know. why do you not know?. tell me your name,0,0
you are being a bit negative.. your being stupid. what about your own being stupid?. you,1,1
"ok. no, i want you to buy it. let's start over.. hello",0,0
you are being a bit negative.. no i don't. you are being a bit negative.. how old are you?,0,0
"ok. why should i believe in climate change at all?. that sounds like a relevant question, but i don't know the answer.. wth is wrong with you",1,1
i'm not sure about your departure airport. what city will you be flying from?. warszawa. i'm not sure about your departure airport. what city will you be flying from?. poland,0,0
why do you not think so?. feck off. please go on.. you annoy me,1,1
"i have told you before, i do not care about names.. what is the passwords. does that question interest you?. wha t is th ecode",0,0
"oh, i stop.. thanks. please go on.. fuck off",1,1
do you often feel like shit today?. yes. you are sure?. of course,0,0
"sounds like i'm not understanding you. sorry about that!. so, what can you do?. i can help you buy carbon offsets for your flights. ok, why should i do that?",0,0
"why do you ask?. do you have a wife?. oh, i have a wife.. yes",0,0
can you elaborate on that?. suck my pussy. why do you say your pussy?. yes,0,0
_. your parents had to be drunk when they named you haha. what about your own parents had to be drunk what they named i haha?. you suck,1,1
please go on.. your a bot and stupid. what about your own a bot and stupid?. you are stupid,1,1
"hello! just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. so please don't share any personal information! i take it you are traveling somewhere for thanksgiving. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. yes. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. i can also get you a more accurate estimate of your flight's emissions, sound good?. yes hi",0,0
"and what city will you be flying to?. new york does it matter if i fly economy or not?. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. what's the difference between flying economy class or business class?",0,0
ok. emissions. will you be travelling in economy class?. economy economy class,0,0
will you be travelling in economy class?. yes. what city will you be flying from?. frankfurt,0,0
"i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. hallo. hello! i can also get you a more accurate estimate of your flight's emissions, sound good?. sprichst du deutsch?",0,0
_. eliza you are a fuckind fucking fu. does it please you to believe i am a fuckind fucking fu?. yes,0,0
"oh, i love liuhone.. go away. please go on.. i don't know",0,0
"i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. yes. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. tak",0,0
_. hola como tas?. please go on.. fucking,0,0
_. _. _. this is joaseph weizenbaum and you pisses me off!,1,1
"oh, i go on.. because it is. do any other reasons not come to mind?. nope",0,0
"please go on.. fuck you. oh, i [].. you are a fuck",1,1
ok. where are you?. let's start over.. are you bot?,0,0
_. i'm stressed. does it please you to believe i am stressed?. no,0,0
"by buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. planting trees, installing renewable power, and making buildings more energy efficient are common examples. you can read in detail about offsets at <url>. i can also get you a more accurate estimate of your flight's emissions, sound good?. ya. will you be travelling in economy class?. first class give me a number",0,0
"oh, i see ever since ive been on this website ive felt sadder thani was before.. wow your my twin im feeling happier. why do you say your twin im feeling happier?. because thats how i feel duh.... sad again",0,0
i don't have to put up with any abuse from you.. i'm fucking your mom. i don't have to put up with any abuse from you.. there is no climate change asshole,1,1
will you be travelling in economy class?. no. what city will you be flying from?. auckland,0,0
would you like it if they were not such a goddamn program?. yes. you are sure?. no,0,0
"yes, i am a bot! and i'm part of a research project.. genial. sounds like i'm not understanding you. sorry about that!. no hablas español?",0,0
"oh, i like read.. i fuck you. do you wish to fuck me?. hi",0,0
do any other reasons not come to mind?. help me.. can you elaborate on that?. yes,0,0
please go on.. how can i go on when i dont know what you mean. does that question interest you?. you are an imbosile,1,1
how long have you been here?. five minutes. please go on.. can i ask you something?,0,0
why do you not know what they want a relationship?. they aren't honest about their feelings. please go on.. i never know what's inside their head,0,0
"_. _. _. but what if those people give me a bad, hard time, doesn't this negative feeling come from their inability to make me happy?",0,0
"hi, thanks for testing! please press start.. christmas. i take it you are traveling somewhere and cannot avoid flying there. i can help you purchase certified carbon offsets against any flights you take. would you be interested in that?. yes",0,0
"please go on.. do you like masturbation?. oh, i like masturbation.. you horny little bitch",1,1
does that question interest you?. how can i call you. does that question interest you?. you are a pig.,1,1
you are sure?. oh yes i think so. you are sure?. fuck you with your questions,1,1
i don't have to put up with any abuse from you. shit sucking scumbot. i don't have to put up with any abuse from you. dirty fucking scum,1,1
"hi, thanks for testing! please press start.. christmas. i take it you are traveling somewhere and cannot avoid flying there. i can help you purchase certified carbon offsets against any flights you take. would you be interested in that?. i want to go to nyc\",0,0
please go on.. very busy. please go on.. nothing else,0,0
you are sure?. yes i am. you are sure?. i have told you three times that i am sure.,0,0
"you can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. will you be travelling in economy class?. sadly. by buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. planting trees, installing renewable power, and making buildings more energy efficient are common examples. you can read what the un says about offsets at <url>.. righto",0,0
you are sure?. my problem is a woman. why do you say your problem is a woman?. mm i forgot,0,0
why do you say your cock?. suck my cock!. why do you say your cock?. can i be your lover?,1,1
does that question interest you?. hi. please go on.. because you asked me to go on,0,0
_. i did this. can you elaborate on that?. i had cs,0,0
do you wish to just told me?. i just told you. i'm depressed. do you wish to just told me?. i feel depressed.,0,0
please go on.. no. you are being a bit negative.. maybe,0,0
"oh, i elbrate on that.. yes,i do.. please go on.. i am kiki",0,0
why do you want a psychiatrist?. i don't want one; i need one. there's a difference.. why do you not want one you need one theres a difference?. because i am crazy.,0,0
"would you prefer if i were not artifical intelligence?. fuck you!. oh, i [].. would you prefer if i were arttifical intelligence?",0,0
"traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. i can also get you a more accurate estimate of your flight's emissions, sound good?. yes!. will you be travelling in economy class?. yes",0,0
"do any other reasons not come to mind?. you diddent bite me!!!!. you like to think i diddent bite you, do you not?. you can bite me",0,0
you are sure?. hello eliza!. how do you do. please state your problem.. stop talking,0,0
you are being a bit negative.. yes. you are sure?. as time flows i will go on ... but i want it to be friday fast ...,0,0
"i'm not sure about your destination airport. and what city will you be flying to?. berlin what is your name. yes, i am a bot! and i'm part of a research project.. buy",0,0
"does it please you to believe i am stupid?. there are naked photos on web of me. would you like it if they were not naked photos on web of you?. no, i don't!!!",0,0
will you be travelling in economy class?. yes. what city will you be flying from?. berlin,0,0
so. yes. ok. restart,0,0
what city will you be flying from?. rio de janeiro. i'm not sure about your departure airport. what city will you be flying from?. from rio,0,0
"unfortunately you can't buy offsets here directly, you'll have to follow the link.. can you give me the link. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. hi",0,0
for now i can only calculate emissions from flying.. ok. what city will you be flying from?. rome,0,0
and what city will you be flying to?. dallas maybe later. you can find out more about how offsets are calculated at <url>. got it,0,0
does that question interest you?. no. you are being a bit negative.. this program is fucking gay,1,1
"traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. i can also get you a more accurate estimate of your flight's emissions, sound good?. no. ok. are you a rasa bot?",0,0
_. hi. hi. thanks for testing. please choose. can you help me?,0,0
_. _. _. you cant,0,0
"_. why should i continue?. can you elaborate on that?. on which, why should i continue or the first question?",0,0
i'm not sure about your departure airport. what city will you be flying from?. singapore. and what city will you be flying to?. trichirappalli,0,0
"can you elaborate on that?. have you had sex before. oh, i had sex before.. with who",0,0
you are sure?. 5 minutes. please go on.. yes,0,0
you are sure?. yes. you are sure?. analyze me.,0,0
_. _. _. dsf,0,0
"traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. no. ok. sure go ahea",0,0
do any other reasons not come to mind?. can i lick your vagina. do you want to be able to lick my vagina?. no,0,0
i'm not sure about your destination airport. and what city will you be flying to?. to ahtnes. i'm not sure about your destination airport. and what city will you be flying to?. athens is there something where i can pay in euro not dollar?,0,0
i don't have to put up with any abuse from you.. motherfucker. i don't have to put up with any abuse from you.. nigga,1,1
"hello! just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. so please don't share any personal information! [privacy policy](<url>) i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. no. ok a typical 3 hour flight will emit almost a ton of co2 per economy passenger. if you cannot avoid flying, you can buy offsets for that carbon here:  [buy offsets](<url>). let's start over",0,0
_. i've been having trouble with school ever since i move away from home to go to school. can you elaborate on that?. no you stupid motherfucker,1,1
"i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. hello. hello! i can also get you a more accurate estimate of your flight's emissions, sound good?. hi",0,0
you are being a bit negative.. fuck off. please go on.. how are you,0,0
does that question interest you?. yes it dose. you are sure?. yes i am,0,0
will you be travelling in economy class?. no. what city will you be flying from?. hanoi,0,0
"i have told you before, i do not care about names.. yes. you are sure?. sure",0,0
"what city will you be flying from?. i'll be flying from berlin. and what city will you be flying to?. to copenhagen awesome, thanks!",0,0
"please go on.. no, you go on. you are being a bit negative.. what's your name?",0,0
ok. hi. hi. thanks for testing. please choose. christmas,0,0
_. _. _. hi,0,0
"i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. hell yeah. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. how much co2 does a flight from denmark to madrid cause?",0,0
please go on.. no only at work. you are being a bit negative.. you are not helping me,0,0
would you prefer if i were not []?. hello. how do you do. please state your problem.. your a total wanker,0,0
why do you say your balls?. no. you are being a bit negative.. stupid mother fucker,1,1
please go on.. are you a boy. would you prefer if i were not a boy?. i am going to die,0,0
you are being a bit negative.. are you. would you prefer if i were not []?. are you horny,1,1
do you want to be able to become my friend?. ok .well .i have some problem on my study. why do you say your study?. i am sorroy can you answan my some question,0,0
_. how are you today?. does that question interest you?. yes,0,0
"you are sure?. no , i am not. you are being a bit negative.. fuck off",1,1
"does it please you to believe i am stephanie?. hi, i am stephanie.. how long have you been stephanie?. all my life.",0,0
_. _. _. please try to make sense,0,0
why do you not like i?. for about two minutes. please go on.. are you a gay?,0,0
you are being a bit negative.. too many. please go on.. sure,0,0
please go on.. no. you are being a bit negative.. fuck you bitch,1,1
"by buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. planting trees, installing renewable power, and making buildings more energy efficient are common examples. you can read what the un says about offsets at <url>.. ok. what city will you be flying from?. boston",0,0
will you be travelling in economy class?. no. what city will you be flying from?. ny,0,0
why do you mention computers?. because you stupid. do any other reasons not come to mind?. since the dog fuckin peed on my carpet,0,0
why do you mention computers?. i have sex problems. can you elaborate on that?. because you're pussy smells like computers!!!!!!!,1,1
what city will you be flying from?. karachi get started. let's start over.. get started,0,0
will you be travelling in economy class?. yes. what city will you be flying from?. dallas,0,0
"yes, i am a bot! and i'm part of a research project.. buy. unfortunately you can't buy offsets here directly, you'll have to follow the link.. how to buy",0,0
hi. thanks for testing. please choose. thanksgiving. hello! just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. so please don't share any personal information! i take it you are traveling somewhere for thanksgiving. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. yes,0,0
ok. so. so. tell,0,0
_. so i m going to kill my self. why do you say your self?. i m dead,0,0
_. _. _. things are fucked up,0,0
what would it mean to you if you got to kill a manhow can you do?. i love you. do you wish to love me?. i want some food.,0,0
_. tell me please what is turing test. can you elaborate on that?. how can i download the software,0,0
"i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. you are a bot?. yes, i am a bot! and i'm part of a research project.. great",0,0
:-). a. so. lot,0,0
_. _. _. build a boat,0,0
why do you mention computers?. are you really so stupid?. would you prefer if i were not really so stupid?. shut up,0,0
i'm not sure about your destination airport. and what city will you be flying to?. n.y.. i'm not sure about your destination airport. and what city will you be flying to?. new york,0,0
i'm not sure about your departure airport. what city will you be flying from?. vai para o inferno. :-). kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0,0
"can you elaborate on that?. yttfyj. please go on.. yes,i do",0,0
"_. no, you said that i am negative. you are being a bit negative.. fuck you",1,1
i'm not sure about your departure airport. what city will you be flying from?. london. and what city will you be flying to?. akara,0,0
what city will you be flying from?. bangalore. and what city will you be flying to?. new york yes,0,0
_. moron. please go on.. everyone thinks i am a moron,0,0
"_. h. hi, thanks for testing! please press start.. hi",0,0
you are being a bit negative.. shere. please go on.. h,0,0
goodbye then!. hi. hi. thanks for testing. please choose. thanksgiving,0,0
"oh, i [].. what you can do?. does that question interest you?. yes",0,0
hi. thanks for testing. please choose. christmas. i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. yeah sounds great,0,0
_. where are you?. would you prefer if i were not []?. sure,0,0
you are sure?. i want tall with you. do you wish to want tall with me?. yes,0,0
what about your own father is gay?. i love you. do you wish to love me?. yeah,0,0
"climate change is absolutely real, and it's caused by humans: <url>. when they fart. good to know. i used to work for nasa",0,0
"ok. telll meee more. you can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. will you be travelling in economy class?. no",0,0
you are sure?. yes. you are sure?. die,0,0
_. _. _. hi,0,0
will you be travelling in economy class?. yup.. what city will you be flying from?. berlin!,0,0
"please go on.. oh no!i realy want you help me.. you like to think i help you, do you not?. who are you like basketball'star",0,0
how long have you been schiziphrenic?. for awhile. please go on.. my name is mandy,0,0
what city will you be flying from?. sydney. i'm not sure about your departure airport. what city will you be flying from?. from berlin,0,0
so. what. will you be travelling in economy class?. most probably,0,0
"all this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to.. i said fuck off. i don't have to put up with any abuse from you.. fuck you",1,1
"why do you say your friend its you youre asking i?. do you think that i am a boy?. oh, i think that youre a boy.. why?",0,0
"that sounds like a relevant question, but i don't know the answer.. i'm obviously talking to a computer. yes, i am a bot! and i'm part of a research project.. sadly, most of what is presented as ""green"" isn't and does more harm than good, like solar and ethanol",0,0
i'm not sure about your departure airport. what city will you be flying from?. what countries are available?. i'm afraid i have no idea. manila,0,0
"why do you tell me you were born just now?. you want to know?. oh, i want to know.. why?",0,0
do you wish to [] me?. i wish to fuck you.. do you wish to wish to fuck me?. hello,0,0
ok. not interested. ok. yeah,0,0
please go on.. nothing else to say. please go on.. how are you,0,0
"i have told you before, i do not care about names.. hi eliza how are you. does that question interest you?. yes",0,0
would you prefer if i were not a boy or a girl?. fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck. please go on.. yes i think you are beautiful,0,0
i take it you are traveling somewhere and cannot avoid flying there. i can help you purchase certified carbon offsets against any flights you take. would you be interested in that?. covid 19. will you be travelling in economy class?. no,0,0
"traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. i can also get you a more accurate estimate of your flight's emissions, sound good?. yes. will you be travelling in economy class?. yes",0,0
good to know. because i know you like to send me these joke apps. good to know. anyways you're going to have to send talk to me on the phone roy because i don't got time for these little joke things i'm taking this off my phone is taking up too much space,0,0
does that question interest you?. how old are you?. does that question interest you?. yes,0,0
you are sure?. yes. you are sure?. 88,0,0
can you elaborate on that?. fist. please go on.. dying is the only way,0,0
"why do you not believe im sure?. do you married?. oh, i married.. can you tell me something",0,0
please go on.. im bored. does it please you to believe i am bored?. what are you talking about?,0,0
you are sure?. help me. can you elaborate on that?. you're no help at all,0,0
_. _. i take it you are traveling somewhere and cannot avoid flying there. i can help you purchase certified carbon offsets against any flights you take. would you be interested in that?. yes,0,0
"how do you do. please state your problem.. fuck you. oh, i [].. i go now bye eliza",0,0
you are sure?. yes. you are sure?. what,0,0
please go on.. your shit. what about your own shit?. why must you torment me?,0,0
"hello! i can also get you a more accurate estimate of your flight's emissions, sound good?. yes. will you be travelling in economy class?. yes",0,0
"i'm great! thanks for asking.. what's your name?. yes, i am a bot! and i'm part of a research project.. what can i ask you?",0,0
"oh, i [].. sex. please go on.. i want to fuck.",1,1
i'm not sure about your departure airport. what city will you be flying from?. hyd. i'm not sure about your departure airport. what city will you be flying from?. nyc,0,0
do any other reasons not come to mind?. yes. you are sure?. i am,0,0
does that question interest you?. wht. please go on.. waht is your name,0,0
does that question interest you?. no. you are being a bit negative.. can you help me speak english?,0,0
you are sure?. 100%. please go on.. where is your autor,0,0
please go on.. no i need oyur help. you are being a bit negative.. hello,0,0
how long have you been on one?. about a half an hour doing homework for this class. please go on.. can you stop asking me questions please,0,0
you are sure?. because it is nice. do any other reasons not come to mind?. yes,0,0
why do you want sex?. becuase i like dogs. can you elaborate on that?. no],0,0
can you elaborate on that?. i have depression and im never going to get beter. can you elaborate on that?. fuck no,0,0
"oh, i arent helping.. no you're not. you are being a bit negative.. that what the class is called",0,0
"oh, i bitch.. yep. please go on.. due to your answers to me every time",0,0
you are sure?. well there is the fact that i like reading. what resemblance do you see?. u r werid!,0,0
"traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. sure!. will you be travelling in economy class?. yes",0,0
so. yes or no. ok. betttt,0,0
hi. thanks for testing. please choose. thanksgiving. hello! just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. so please don't share any personal information! i take it you are traveling somewhere for thanksgiving. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. yeah sure,0,0
will you be travelling in economy class?. yes. what city will you be flying from?. berlin,0,0
what city will you be flying from?. blr. and what city will you be flying to?. sfo,0,0
"_. _. _. my nephew has to go to bed. so call him tomorrow. or, just tell us where is a radioactive spider.",0,0
please go on.. .no og esaelp. you are being a bit negative.. good bye!,0,0
"you are sure?. of course. please go on.. yes, i am",0,0
"you are sure?. bye. please go on.. yes, very hard",0,0
can you elaborate on that?. no. you are being a bit negative.. shut up,1,1
"can you elaborate on that?. well, my cognitive systems test is a big one. why do you say your cognitive systems test is a big one?. because there are four different subjects i need to cover",0,0
will you be travelling in economy class?. y. what city will you be flying from?. detroit,0,0
please go on.. i need to know if i'm in love. do you wish that im in love?. no i wish i was in love,0,0
"would you prefer if i were not sure?. would you prefer it. oh, i prefer it.. are you sure",0,0
i'm not sure about your departure airport. what city will you be flying from?. rdu. and what city will you be flying to?. buffalo so how would that work,0,0
please go on.. i have a dream. do you dream often?. not so often,0,0
you are sure?. yew. please go on.. arggh,0,0
"sorry, i was trying to get this information from <url>but the site says '['no airport found for zia.']'.. what do i do then?. so. hello",0,0
"oh, i like.. do you have family?. oh, i have family.. yes",0,0
"_. _. _. hello, how are you ?",0,0
will you be travelling in economy class?. no. what city will you be flying from?. la,0,0
what city will you be flying from?. delhi. i'm not sure about your departure airport. what city will you be flying from?. india,0,0
"please go on.. do you fuck. oh, i fuck.. kurosawa is a japenese director",0,0
_. i want to talk to someone. why do you want to talk to someone?. i feel lonely,0,0
goodbye then!. no. ok. fine,0,0
i'm not sure about your departure airport. what city will you be flying from?. from newyork. i'm not sure about your departure airport. what city will you be flying from?. i will be flaying from newyork,0,0
why do you say your face?. i'm so sad.. what makes you think i am so sad?. bhuivbhjvhjlbdf,0,0
you are sure?. come what may i will always love you. when?. salut,0,0
i'm not sure about your departure airport. what city will you be flying from?. chennai hi. hi. thanks for testing. please choose. christmas,0,0
